Cluster ID	Cluster name	Supercluster	Class auto-annotation	Neurotransmitter auto-annotation	Neuropeptide auto-annotation	Subtype auto-annotation	Transferred MTG Label	Top three regions	Top three dissections	Top Enriched Genes	Number of cells	DoubletFinder score	Total UMI	Fraction unspliced	Fraction mitochondrial	H19.30.002	H19.30.001	H18.30.002	H18.30.001	Fraction cells from top donor	Number of donors
215	MSN_215	Medium spiny neuron	NEUR	GABA	CBLN CCK CHGB NAMPT NUCB PDYN PENK SCG TAC UBL UCN VGF proSAAS	MSN-D1	N/A	Basal forebrain: 85.0%, Amygdala: 9.2%, Cerebral cortex: 3.6%	Human NAC: 43.8%, Human GPe: 16.9%, Human BNST: 8.9%	LINC02137, AC090124.1, AC068875.1, DRD3, AC092604.1, AL049830.3, C6orf141, AL445584.2, AL020994.2, AC107208.1	16654	0.028758071	30352.45833	0.729332493	0.004788471	4293	6034	6327	0	0.379908731	3
216	MSN_216	Medium spiny neuron	NEUR	GABA	CCK CHGB NAMPT NUCB PENK SCG UBL VGF proSAAS	MSN-D2	N/A	Basal forebrain: 40.9%, Amygdala: 26.3%, Hypothalamus: 18.3%	Human SI: 36.9%, Human BNST: 19.4%, Human HTHpo: 16.1%	DRD2, MYO3A, PENK, ADORA2A, LINC01833, GPR6, LINC02462, AL020994.2, P2RY1, SIX3	5720	0.034240263	23286.28147	0.753565541	0.010296755	1457	1835	2428	0	0.424475524	3
217	MSN_217	Medium spiny neuron	NEUR	GABA	CBLN CCK CHGA CHGB NAMPT NUCB PENK SCG UBL VGF proSAAS	MSN-D2	N/A	Amygdala: 69.5%, Basal forebrain: 15.7%, Hypothalamus: 7.4%	Human CEN: 36.4%, Human BNST: 21.2%, Human SI: 12.3%	DCDC2C, PENK, AC015631.1, SIX3, P2RY1, LINC02462, LINC01305, CALCR, CACNG5, LINC01833	7260	0.040983613	22575.25303	0.754972116	0.013556075	1428	1874	3954	4	0.544628099	4
218	MSN_218	Medium spiny neuron	NEUR		CART CCK CHGA CHGB NAMPT NUCB SCG TAC UBL proSAAS		N/A	Basal forebrain: 50.9%, Amygdala: 22.3%, Hypothalamus: 18.5%	Human SI: 38.1%, Human BNST: 19.5%, Human HTHpo: 16.2%	AC093515.1, AC079052.1, AC022433.1, ISL1, AC010478.1, DRD3, RXFP2, GDNF-AS1, AC006972.1, COL1A1	6712	0.036781786	20701.11412	0.752476523	0.011193191	1583	1716	3413	0	0.508492253	3
219	MSN_219	Medium spiny neuron	NEUR	GABA	CHGA CHGB NAMPT NUCB NXPH PDYN PENK SCG TAC UBL VGF VIP proSAAS	MSN-D1	N/A	Amygdala: 33.2%, Basal forebrain: 32.8%, Hypothalamus: 18.6%	Human SI: 31.0%, Human BNST: 23.2%, Human HTHpo: 13.6%	ISL1, NPNT, AC010478.1, LINC02462, PROK2, AC015631.1, DRD3, AC022433.1, NMBR, LINC01951	8342	0.031139352	16908.75474	0.716584247	0.013514562	1775	2415	4152	0	0.497722369	3
220	MSN_220	Medium spiny neuron	NEUR	GABA	CBLN CCK CHGA CHGB NAMPT NUCB PDYN PENK SCG SST TAC UBL UCN VGF proSAAS	MSN-D1	N/A	Amygdala: 91.6%, Thalamus: 8.4%, Cerebral cortex: 0.0%	Human CEN: 87.5%, Human VA: 6.4%, Human La: 2.6%	FAM9B, ISL1, AC010478.1, PTGDR, NPNT, EBF1, DRD1, MYO3A, LPL, GDNF-AS1	391	0.048874961	38135.49872	0.780738856	0.008575176	5	12	374	0	0.956521739	3
221	MSN_221	Medium spiny neuron	NEUR	GABA	CHGA CHGB NAMPT NUCB PENK SCG TAC UBL VGF proSAAS	MSN-D2	N/A	Basal forebrain: 78.8%, Amygdala: 9.0%, Cerebral cortex: 6.5%	Human SI: 19.8%, Human Pu: 16.4%, Human NAC: 15.6%	AC048352.1, GPR6, LINC01305, DRD2, AC005482.1, RDH10, SIX3, LOXHD1, AC023905.1, AL392086.1	2571	0.036791986	31331.32944	0.720242848	0.005946738	699	825	1047	0	0.407234539	3
222	EMSN_222	Eccentric medium spiny neuron	NEUR	GABA	CHGA CHGB CRH EDN NAMPT NUCB PDYN PENK PTHLH SCG TAC UBL VGF proSAAS	MSN-D1 MSN-D2 MSN-ECC	N/A	Basal forebrain: 93.9%, Thalamus: 1.9%, Cerebral cortex: 1.8%	Human Pu: 38.7%, Human CaB: 28.3%, Human NAC: 12.1%	AL445584.2, CASZ1, AC022133.2, LINC01735, TAC1, LOXHD1, C6orf141, PENK, FBXL21P, SLC35D3	2826	0.020829537	27920.8666	0.704579487	0.007970554	772	862	1192	0	0.421797594	3
223	EMSN_223	Eccentric medium spiny neuron	NEUR	GABA	CHGA CHGB NAMPT NPPB NUCB PENK SCG TAC UBL VGF proSAAS	MSN-D1 MSN-ECC	N/A	Basal forebrain: 74.1%, Amygdala: 12.2%, Thalamus: 9.6%	Human CaB: 31.8%, Human SEP: 12.3%, Human NAC: 10.9%	FRMD7, LINC01735, FBXL21P, CASZ1, AL445584.2, SCN5A, LECT2, CALCRL, AC022133.2, C6orf141	2239	0.026001033	22786.64359	0.716426678	0.008180422	499	896	844	0	0.400178651	3
224	EMSN_224	Eccentric medium spiny neuron	NEUR	GABA	CART CHGA CHGB CRH NAMPT NPPB NUCB PDYN PENK SCG TAC UBL VGF proSAAS	MSN-D1 MSN-D2 MSN-ECC	N/A	Basal forebrain: 70.9%, Amygdala: 13.6%, Cerebral cortex: 8.2%	Human SI: 29.8%, Human NAC: 26.6%, Human BNST: 13.0%	SLC35D3, CASZ1, AL590867.1, AC022133.2, FBXL21P, AC022126.1, DRD1, LECT2, C6orf141, RXRG	4297	0.018701997	21307.468	0.709705064	0.010869809	1121	1495	1681	0	0.391203165	3
225	EMSN_225	Eccentric medium spiny neuron	NEUR	GABA	CHGB NAMPT NUCB PDYN PENK SCG TAC UBL VGF proSAAS	MSN-D1 MSN-ECC	N/A	Amygdala: 47.2%, Basal forebrain: 33.3%, Cerebral cortex: 10.2%	Human SI: 15.2%, Human BNST: 14.1%, Human La: 12.0%	AC008786.1, ZNF736P9Y, LMNTD1, CASZ1, OTOF, S100Z, AC068633.1, DNAH8, CALCRL, MUC19	2296	0.028416278	21505.37544	0.747189536	0.009342983	647	686	963	0	0.419425087	3
226	EMSN_226	Eccentric medium spiny neuron	NEUR	GABA	CHGB NAMPT NUCB PDYN PENK SCG TAC UBL VGF proSAAS	MSN-D1 MSN-ECC	N/A	Basal forebrain: 33.6%, Amygdala: 33.3%, Hypothalamus: 19.3%	Human SI: 25.6%, Human BNST: 15.8%, Human HTHpo: 14.4%	NPFFR2, OTOF, GDNF-AS1, PDYN, ZNF736P9Y, DRD1, LINC01550, FBXL21P, AC034226.1, GFRA1	5927	0.028560368	21166.54446	0.742604769	0.011959575	1708	1866	2353	0	0.396996794	3
227	EMSN_227	Eccentric medium spiny neuron	NEUR	GABA	CHGB NAMPT NTS NUCB PDYN PENK SCG TAC VGF proSAAS	MSN-D1	N/A	Amygdala: 52.6%, Basal forebrain: 20.6%, Hypothalamus: 20.3%	Human CMN: 22.0%, Human SI: 19.2%, Human CEN: 13.6%	NPFFR2, FAM160A1, AC002072.1, NTS, FAM9B, NPNT, GDNF-AS1, RD3, WFS1, OTOF	359	0.049811289	17906.47354	0.767715673	0.010668597	102	147	110	0	0.409470752	3
228	EMSN_228	Eccentric medium spiny neuron	NEUR	GABA	CCK CHGA CHGB NAMPT NUCB PDYN SCG TAC UBL VGF proSAAS	MSN-D1	N/A	Amygdala: 83.7%, Cerebral cortex: 12.2%, Thalamus: 1.9%	Human La: 25.3%, Human BM: 17.5%, Human CEN: 16.1%	NPFFR2, AC087516.2, AC083837.1, AC008127.1, AL365255.1, AC097459.1, AC092590.1, EYA2, DBX2, SCN5A	3227	0.030218863	17620.18159	0.75378083	0.007478163	1843	766	618	0	0.571118686	3
229	EMSN_229	Eccentric medium spiny neuron	NEUR	GABA	CCK CHGA CHGB NAMPT NUCB NXPH PDYN PENK SCG TAC UBL VGF proSAAS	MSN-D1	N/A	Amygdala: 56.1%, Basal forebrain: 28.8%, Cerebral cortex: 11.2%	Human CEN: 21.7%, Human CMN: 17.8%, Human Cla: 12.9%	NPFFR2, AC087516.2, CACNG5, EYA2, PDYN, ISM2, ZNF736P9Y, LINC00354, FOXP2, GPR88	1857	0.036953896	17306.66397	0.74496329	0.008192417	801	480	574	2	0.431340872	4
230	EMSN_230	Eccentric medium spiny neuron	NEUR	GABA	CHGA CHGB NAMPT NUCB NXPH SCG UBL proSAAS	MSN-D1	N/A	Amygdala: 41.5%, Basal forebrain: 26.8%, Cerebral cortex: 15.8%	Human SI: 21.0%, Human BNST: 15.9%, Human CMN: 12.9%	EYA2, NPFFR2, CAPSL, ZNF736P9Y, PRSS35, LINC00354, PCDH11Y, AL359649.1, ITGA6, ISM2	3123	0.021460592	15461.5879	0.729688256	0.011155157	866	876	1381	0	0.44220301	3
231	EMSN_231	Eccentric medium spiny neuron	NEUR	GABA	CHGB NAMPT NUCB PDYN PENK SCG VGF proSAAS	MSN-D1	N/A	Amygdala: 60.2%, Basal forebrain: 16.4%, Cerebral cortex: 13.7%	Human CMN: 15.9%, Human CEN: 12.8%, Human SI: 11.6%	LMNTD1, NPFFR2, AC012078.2, ZNF736P9Y, GABRQ, EYA2, PCDH11Y, CAPSL, DRAXIN, ITGA6	2372	0.020832738	16507.81535	0.747989484	0.008587887	805	673	894	0	0.376897133	3
232	EMSN_232	Eccentric medium spiny neuron	NEUR	GABA	CHGB NAMPT NUCB PDYN PENK SCG UBL VGF proSAAS	MSN-D1	N/A	Basal forebrain: 32.8%, Amygdala: 30.3%, Hypothalamus: 20.9%	Human SI: 25.7%, Human HTHpo: 17.0%, Human BNST: 16.4%	ZNF736P9Y, CAPSL, GABRQ, LMNTD1, EYA2, NPFFR2, OTOF, PCDH11Y, RD3, LINC01550	3682	0.020361958	19294.46361	0.733283786	0.010211697	876	1072	1734	0	0.470939707	3
233	EMSN_233	Eccentric medium spiny neuron	NEUR	GABA	CHGA CHGB NAMPT NUCB PDYN PENK SCG UBL VGF proSAAS	MSN-D1 MSN-ECC	N/A	Amygdala: 73.7%, Thalamus: 9.5%, Hypothalamus: 5.8%	Human La: 23.4%, Human CEN: 17.3%, Human BNST: 12.8%	ZNF736P9Y, NPFFR2, GABRQ, NMBR, LMNTD1, PRSS35, FRMD7, PCDH11Y, CAPSL, LINC00354	3128	0.025265594	18268.36797	0.750835	0.008941487	1121	784	1223	0	0.390984655	3
234	EMSN_234	Eccentric medium spiny neuron	NEUR	GABA	CCK CHGA CHGB NAMPT NUCB PENK SCG UBL VGF proSAAS	MSN-D1	N/A	Amygdala: 75.9%, Cerebral cortex: 14.6%, Thalamus: 5.4%	Human BM: 29.1%, Human CEN: 16.6%, Human CMN: 14.3%	NPFFR2, ZNF736P9Y, GABRQ, LMNTD1, EYA2, AC012078.2, AC087516.2, PCDH11Y, LINC00354, NMBR	3211	0.034218593	19006.82373	0.75749157	0.008386869	1430	838	943	0	0.44534413	3
235	Splat_235	Splatter	NEUR	GABA	CBLN CCK CHGA CHGB CORT IGF NAMPT NPY NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS	INT-SST-CHODL	N/A	Cerebral cortex: 31.8%, Amygdala: 28.5%, Basal forebrain: 25.2%	Human SI: 7.7%, Human CEN: 6.9%, Human Pu: 5.7%	NPY, CORT, SST, NOS1, AC005837.1, TLL2, CRHBP, TENT5A, TACR1, LHX6	3850	0.080848471	21510.36597	0.694128194	0.008708052	1232	1403	1180	35	0.364415584	4
236	MGE_236	MGE interneuron	NEUR	GABA	CCK CHGA CHGB CORT IGF NAMPT NPPC NPY NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS	INT-SST	Pvalb	Hippocampus: 61.2%, Cerebral cortex: 21.0%, Amygdala: 16.5%	Human CA1C-CA3C: 17.3%, Human CA1U-CA2U-CA3U: 11.6%, Human CA1R-CA2R-CA3R: 8.6%	LHX6, MYO5B, CRHBP, PRTG, AC022905.1, NGF, TRG-AS1, RGS5, TAC1, RASGRF2-AS1	4303	0.033137208	28794.38183	0.710266892	0.005505357	1320	1367	1605	11	0.372995584	4
237	Splat_237	Splatter	NEUR	GABA	CCK CHGA CHGB CORT IGF NAMPT NMU NPPC NUCB NXPH PTHLH SCG SST TAC UBL VGF proSAAS	INT-SST	N/A	Amygdala: 57.4%, Cerebral cortex: 20.2%, Basal forebrain: 8.4%	Human BL: 16.0%, Human CMN: 13.9%, Human CEN: 8.6%	FBN2, LHX6, PDGFD, SNTG2, SOX6, CDCA7, AKR1C8P, AC022905.1, IGFBP4, AP002989.1	2234	0.058188397	24975.86437	0.736406458	0.008421906	765	541	918	10	0.410922113	4
238	Splat_238	Splatter	NEUR	GABA	CALCB CCK CHGA CHGB CORT CRH IGF NAMPT NPPC NUCB NXPH PTHLH SCG UBL proSAAS		N/A	Basal forebrain: 57.1%, Amygdala: 27.7%, Cerebral cortex: 6.8%	Human CaB: 15.6%, Human NAC: 12.7%, Human SI: 10.8%	CRABP1, KLB, AP002989.1, HTR3A, PLSCR5, PDGFD, HAPLN1, EXOC1L, IL1RAPL2, AL356108.1	7651	0.02744902	22107.46987	0.677383573	0.012127368	2363	2649	2623	16	0.346229251	4
239	MGE_239	MGE interneuron	NEUR	GABA	CCK CHGA CHGB CORT IGF NAMPT NMU NPPC NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS	INT-SST	N/A	Cerebral cortex: 95.4%, Hippocampus: 1.5%, Basal forebrain: 1.2%	Human M1C: 10.0%, Human MTG: 6.9%, Human A29-A30: 5.1%	AC022905.1, NMU, MAFB, SCARA5, PRDM1, TRBC2, MYO5B, PDCL2, BLM, PNOC	6114	0.036118617	14793.0682	0.692877688	0.008553714	1782	1840	2261	231	0.369807	4
240	MGE_240	MGE interneuron	NEUR	GABA	CBLN CCK CHGA CHGB CORT IGF NAMPT NMU NPPC NUCB NXPH PNOC SCG SST TAC UBL proSAAS	INT-SST	Pvalb	Cerebral cortex: 92.3%, Amygdala: 3.0%, Hippocampus: 2.3%	Human M1C: 10.5%, Human MTG: 7.6%, Human A40: 5.0%	AC011586.2, AC022905.1, MSR1, IL18R1, PRDM1, MYO5B, RGS5, CDKN2B-AS1, CMTM8, CDCA7	1327	0.038675978	15338.85983	0.722396385	0.00994752	425	464	398	40	0.349660889	4
241	MGE_241	MGE interneuron	NEUR	GABA	CBLN CCK CHGA CHGB CORT IGF NAMPT NMU NUCB NXPH PNOC SCG SST UBL proSAAS	INT-SST	Sst	Cerebral cortex: 90.2%, Basal forebrain: 3.5%, Hippocampus: 2.5%	Human MTG: 6.3%, Human M1C: 5.3%, Human A43: 5.1%	AC011586.2, MSR1, AC022905.1, AC113347.4, MCOLN2, AC011586.1, CMTM8, MYO5B, AL355672.1, SLC27A6	5583	0.023549267	13115.96794	0.715207972	0.010724015	1901	1503	2066	113	0.370051943	4
242	MGE_242	MGE interneuron	NEUR		CBLN CCK CHGA CHGB IGF NMU NUCB NXPH PENK PNOC SCG SST TAC proSAAS		Sst	Cerebral cortex: 90.8%, Hippocampus: 4.6%, Basal forebrain: 1.8%	Human M1C: 6.8%, Human MTG: 6.4%, Human A32: 5.4%	AC022905.1, AC113347.4, MCUB, ELFN1, DCN, FBN2, SLC27A6, TNFSF15, SST, LINC02397	15796	0.017850097	9370.534312	0.70051165	0.012500008	5310	4467	5710	309	0.36148392	4
243	MGE_243	MGE interneuron	NEUR	GABA	CBLN CCK CHGA CHGB CORT IGF NAMPT NMU NPY NUCB NXPH PENK SCG SST TAC UBL VGF proSAAS	INT-SST	Sst	Cerebral cortex: 96.3%, Hippocampus: 1.4%, Basal forebrain: 1.1%	Human MTG: 8.2%, Human A40: 5.9%, Human M1C: 4.5%	LINC01687, AC011586.2, AC113347.4, MSR1, HPGD, AC011586.1, CMTM8, SST, DCN, AOX1	16126	0.022219995	14487.28128	0.736767813	0.006897268	4285	5305	6256	280	0.387944934	4
244	MGE_244	MGE interneuron	NEUR	GABA	CBLN CCK CHGA CHGB CORT IGF NAMPT NPY NUCB NXPH PENK SCG SST TAC UBL VGF proSAAS	INT-SST INT-SST-CHODL	N/A	Cerebral cortex: 77.4%, Amygdala: 13.7%, Hippocampus: 6.5%	Human MEC: 5.8%, Human MTG: 5.5%, Human LEC: 5.4%	NPY, SST, AC011586.2, LINC01687, ELFN1, MSR1, MCUB, ADAMTS12, CORT, TAC3	1172	0.062873465	25187.78157	0.720166702	0.006363189	323	329	508	12	0.433447099	4
245	MGE_245	MGE interneuron	NEUR	GABA	CBLN CCK CHGA CHGB CORT IGF NAMPT NPY NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS	INT-SST INT-SST-CHODL	N/A	Amygdala: 50.6%, Cerebral cortex: 31.0%, Hippocampus: 15.3%	Human CMN: 23.8%, Human BL: 9.2%, Human BM: 7.6%	NPY, LINC02397, ELFN1, SST, MCUB, AC022905.1, STK32B, TNFSF15, AC105411.1, AC113347.4	1566	0.04156734	20820.78544	0.745626622	0.007743864	542	449	571	4	0.364623244	4
246	MGE_246	MGE interneuron	NEUR	GABA	CBLN CCK CHGA CHGB CORT IGF NAMPT NMU NPPC NPY NUCB NXPH PENK PNOC SCG SST TAC UBL VGF proSAAS	INT-SST	N/A	Hippocampus: 72.3%, Cerebral cortex: 16.5%, Amygdala: 8.9%	Human CA4C-DGC: 21.5%, Human CA3R: 12.6%, Human CA1C-CA3C: 9.5%	AC113347.4, PROM1, ELFN1, SST, LINC02192, TNFSF15, TAC1, LINC01687, DEPDC1, NGF	2100	0.062777909	29732.63667	0.707209917	0.007565874	727	505	851	17	0.405238095	4
247	MGE_247	MGE interneuron	NEUR	GABA	CBLN CCK CHGA CHGB CORT IGF NAMPT NMU NPY NUCB NXPH SCG SST TAC UBL VGF proSAAS		Sst	Hippocampus: 91.0%, Amygdala: 4.8%, Cerebral cortex: 3.4%	Human CA1C-CA3C: 20.3%, Human CA1U-CA2U-CA3U: 19.1%, Human CA1: 16.6%	AC022133.2, AC022126.1, AL450345.2, KCNJ5, TNFSF15, LINC02624, MYHAS, ZAP70, LINC02192, FAM89A	1110	0.050824169	28003.45766	0.723414711	0.006162278	351	330	404	25	0.363963964	4
248	MGE_248	MGE interneuron	NEUR	GABA	CCK CHGA CHGB CORT IGF NAMPT NMU NPY NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS	INT-SST	Sst	Cerebral cortex: 78.8%, Hippocampus: 12.5%, Amygdala: 5.0%	Human V1C: 11.2%, Human M1C: 10.1%, Human MTG: 4.4%	HPGD, TAC1, FAM89A, AL450345.2, DCN, ALDH1A3, AC096751.2, CORT, BMP3, LHX6	2535	0.068284682	22094.52702	0.705161478	0.005850942	708	768	910	149	0.358974359	4
249	MGE_249	MGE interneuron	NEUR	GABA	CBLN CCK CHGA CHGB CORT IGF NAMPT NMU NPY NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS	INT-SST	Sst	Cerebral cortex: 61.8%, Hippocampus: 23.3%, Amygdala: 10.2%	Human MEC: 10.2%, Human LEC: 7.8%, Human CA1C-CA3C: 6.1%	SCARA5, SST, ELFN1, DCN, ITGA1, PAWR, FAM89A, TNFSF15, MCUB, CRHBP	5821	0.038162801	21121.63907	0.749661953	0.004448194	1744	1715	2259	103	0.38807765	4
250	MGE_250	MGE interneuron	NEUR	GABA	CBLN CCK CHGA CHGB CORT IGF NAMPT NMU NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS		Sst	Cerebral cortex: 92.5%, Hippocampus: 2.4%, Basal forebrain: 2.2%	Human MEC: 7.1%, Human M1C: 7.0%, Human MTG: 5.6%	PROM1, NMU, ADGRG6, AC022905.1, KCNJ5, MCUB, PAWR, SST, SCARA5, AC113347.4	16604	0.021382996	13912.80896	0.746955428	0.004686223	4945	5180	6025	454	0.36286437	4
251	MGE_251	MGE interneuron	NEUR	GABA	CBLN CCK CHGA CHGB CORT IGF NAMPT NMU NUCB NXPH PNOC SCG SST UBL VGF proSAAS		Sst	Cerebral cortex: 94.0%, Hippocampus: 2.5%, Basal forebrain: 2.4%	Human MTG: 6.6%, Human A29-A30: 5.6%, Human M1C: 4.6%	EDNRA, NMU, MAFB, CYP26A1, PNOC, PDCL2, KCNJ5, SST, TRBC2, ADGRG6	16688	0.013882331	10511.36206	0.693474103	0.007225574	5283	5680	5370	355	0.340364334	4
252	MGE_252	MGE interneuron	NEUR	GABA VGLUT3	CCK CHGA CHGB CORT IGF NAMPT NMU NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS	INT-SST	Sst	Cerebral cortex: 85.8%, Hippocampus: 8.0%, Basal forebrain: 3.6%	Human M1C: 11.7%, Human MTG: 6.1%, Human S1C: 4.3%	EDNRA, AL450345.2, NMU, SST, PAWR, TAC3, DCN, PNOC, CYP26A1, ITGA1	16079	0.021424443	14458.89769	0.710104853	0.007744531	4758	5088	5285	948	0.328689595	4
253	MGE_253	MGE interneuron	NEUR	GABA	CBLN CCK CHGA CHGB CORT IGF NAMPT NMU NPY NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS	INT-SST	Sst	Cerebral cortex: 81.1%, Amygdala: 8.4%, Basal forebrain: 6.1%	Human M1C: 8.3%, Human FI: 6.3%, Human MTG: 5.3%	LINC00943, SCARA5, AC092353.2, AL450345.2, SST, LHX6, PAWR, TH, TLL2, NMU	5703	0.038952174	20145.85604	0.734894763	0.005552574	1727	2022	1690	264	0.354550237	4
254	MGE_254	MGE interneuron	NEUR	GABA VGLUT3	CBLN CCK CHGA CHGB CORT IGF NAMPT NMU NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS	INT-SST	Sst	Cerebral cortex: 77.9%, Hippocampus: 13.0%, Amygdala: 4.5%	Human M1C: 8.3%, Human MTG: 6.2%, Human MEC: 4.6%	LINC01035, KLHL14, AL450345.2, ITGA1, PAWR, FBN2, AL590608.1, AC022133.2, SLC17A8, SST	7539	0.035767994	18546.83446	0.693047484	0.007028578	2257	2857	2111	314	0.378962727	4
255	MGE_255	MGE interneuron	NEUR	GABA	CBLN CCK CHGA CHGB CORT IGF NAMPT NPPC NUCB NXPH PNOC SCG TAC UBL VGF proSAAS		Pvalb	Cerebral cortex: 67.2%, Amygdala: 13.0%, Hippocampus: 12.1%	Human M1C: 5.6%, Human CEN: 5.0%, Human MTG: 4.3%	AC046195.2, WNT16, GLP1R, HGF, AL138899.1, MYBPC1, TRDN, LINC01885, AC046195.1, AC006364.1	3341	0.033927258	19759.37534	0.707349716	0.006850231	1074	1445	718	104	0.432505238	4
256	MGE_256	MGE interneuron	NEUR	GABA VGLUT3	CCK CHGA CHGB IGF NAMPT NPPC NUCB NXPH SCG TAC UBL VGF proSAAS	INT-PVALB	Pvalb	Cerebral cortex: 68.6%, Hippocampus: 21.8%, Basal forebrain: 5.0%	Human M1C: 8.3%, Human Sub: 6.3%, Human CA1U-CA2U-CA3U: 6.0%	WNT16, AC046195.2, MEPE, MYBPC1, AC006364.1, SRPK3, CPED1, AC106865.1, LHX6, AC022905.1	5526	0.023505311	15112.38436	0.699718864	0.007699924	1956	2010	1314	246	0.363735071	4
257	MGE_257	MGE interneuron	NEUR	GABA	CCK CHGA CHGB CORT IGF NAMPT NPPC NUCB NXPH SCG TAC UBL VGF proSAAS	INT-PVALB	Pvalb	Cerebral cortex: 73.5%, Hippocampus: 19.7%, Amygdala: 3.5%	Human M1C: 9.5%, Human MTG: 5.2%, Human CA1U-CA2U-CA3U: 4.6%	MEPE, WNT16, MTND6P22, RGS5, HGF, RNF144B, AC006974.2, AC006364.1, LHX6, CPED1	12242	0.034570098	25571.31923	0.716935133	0.005372758	3721	3798	4143	580	0.338425094	4
258	MGE_258	MGE interneuron	NEUR	GABA VGLUT3	CCK CHGA CHGB CORT IGF NAMPT NMU NPPC NUCB NXPH PNOC SCG SST TAC UBL VGF proSAAS	INT-SST	Pvalb	Cerebral cortex: 80.1%, Hippocampus: 6.7%, Amygdala: 6.3%	Human M1C: 8.8%, Human MEC: 6.6%, Human FI: 5.5%	WNT16, LINC01035, HGF, LHX6, TCIM, AC006364.1, AC046195.2, MYO5B, CRHBP, ARX	12943	0.036699331	23493.60388	0.714244374	0.006456232	4091	4150	4012	690	0.320636638	4
259	MGE_259	MGE interneuron	NEUR	GABA	CBLN CCK CHGA CHGB CORT IGF NAMPT NMU NPPC NUCB NXPH PNOC SCG TAC UBL VGF proSAAS	INT-PVALB	Pvalb	Cerebral cortex: 89.3%, Amygdala: 3.4%, Hippocampus: 3.3%	Human MTG: 6.4%, Human M1C: 6.3%, Human A43: 4.0%	RGS5, AC022905.1, MYO5B, AL136114.1, TCIM, KCNS3, AC011586.2, MAFB, LHX6, CRHBP	17841	0.025915058	20368.94148	0.693962559	0.009998043	5517	5451	6364	509	0.356706463	4
260	MGE_260	MGE interneuron	NEUR	GABA	CCK CHGA CHGB CORT IGF NAMPT NPPC NUCB NXPH PNOC SCG TAC UBL VGF proSAAS	INT-PVALB	Pvalb	Cerebral cortex: 86.4%, Amygdala: 4.6%, Basal forebrain: 4.2%	Human MEC: 9.0%, Human FI: 6.2%, Human ACC: 5.8%	OSTN, IQGAP2, TCIM, AC022905.1, C1QL1, ACADL, WNT16, LHX6, CRHBP, MYO5B	6212	0.017552246	21983.15808	0.682855978	0.01046576	1933	1855	2268	156	0.365099807	4
261	MGE_261	MGE interneuron	NEUR	GABA	CCK CHGA CHGB CORT IGF NAMPT NMU NPPC NUCB NXPH PNOC SCG TAC UBL VGF proSAAS	INT-PVALB	Pvalb	Cerebral cortex: 95.5%, Hippocampus: 1.4%, Basal forebrain: 1.4%	Human M1C: 13.2%, Human MTG: 6.5%, Human A29-A30: 4.8%	TCIM, RNF144B, LRRC38, ADAMTS17, PRDM1, KCNS3, MYO5B, RGS5, OSTN, LHX6	21457	0.021885961	21126.03439	0.700674421	0.007369133	6962	6173	7369	953	0.343431048	4
262	MGE_262	MGE interneuron	NEUR	GABA	CCK CHGA CHGB CORT IGF NAMPT NMU NPPC NUCB NXPH PNOC SCG TAC UBL VGF proSAAS	INT-PVALB	Pvalb	Cerebral cortex: 94.5%, Basal forebrain: 2.1%, Hippocampus: 1.8%	Human M1C: 8.7%, Human MTG: 7.9%, Human A29-A30: 4.5%	RNF144B, AL136114.1, PRDM1, SULF1, LRRC38, TCIM, WNT16, MYO5B, KCNS3, AL096865.1	10119	0.01864453	16405.69206	0.698203376	0.011458744	3248	3195	3183	493	0.320980334	4
263	MGE_263	MGE interneuron	NEUR	GABA	CCK CHGA CHGB IGF NAMPT NPPC NUCB NXPH PNOC TAC UBL proSAAS		Pvalb	Cerebral cortex: 98.5%, Basal forebrain: 0.6%, Hippocampus: 0.4%	Human M1C: 18.6%, Human A29-A30: 10.6%, Human V1C: 9.3%	LRRC38, OSTN, SULF1, TCIM, PVALB, ADAMTS17, RNF144B, AC118942.1, PRDM1, AL096865.1	6587	0.011758818	17773.24488	0.690364029	0.006563263	2114	1940	2075	458	0.320935175	4
264	LLC_264	LAMP5-LHX6 and Chandelier		GABA	CCK CHGA CHGB CRH IGF NAMPT NPPC NUCB NXPH PTHLH SCG SPX TAC UBL VGF proSAAS	CHAND	Chandelier	Cerebral cortex: 84.5%, Amygdala: 5.7%, Basal forebrain: 4.7%	Human M1C: 6.5%, Human S1C: 5.6%, Human A29-A30: 4.8%	COL15A1, LINC00943, AC046195.2, NOG, LINC01837, C1QL1, CA8, PTHLH, CRH, ZNF385D-AS2	6669	0.02867205	12659.07317	0.65405474	0.007608208	2850	2674	1096	49	0.427350427	4
