accession_id,PCL_id,label,Class auto-annotation,cl_parent_1,cl_parent_2,cl_parent_3,cl_parent_4,definition,definition_ref,brain_region,brain_region_curie,brain_region_evidence,markers,marker_fbeta_score
CS202210140_29,PCL:0051029,Fbl_28 fibroblast (Hsap),FIB,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000057"";""fibroblast"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0002319"";""neural cell"")",,,"A fibroblast of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of C7 (Hsap), FBLN2 (Hsap), COL1A2 (Hsap). The soma of these cells can be found in the thalamus, cerebral cortex, pons. The reference data for this cell type is CS202210140_29.",DOI:10.1101/2022.10.12.511898,"pons, thalamus","HBA:9131, HBA:4392",Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Pons: 11.0%. Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Thalamus: 36.4%.,"FBLN2 (Hsap), COL1A2 (Hsap), C7 (Hsap)",0.3356481481481481
CS202210140_30,PCL:0051030,Fbl_29 fibroblast (Hsap),,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000057"";""fibroblast"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0002319"";""neural cell"")",,,"A fibroblast of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of SLC2A1 (Hsap), BMPR1B (Hsap), EBF2 (Hsap). The soma of these cells can be found in the myelencephalon, spinal cord. The reference data for this cell type is CS202210140_30.",DOI:10.1101/2022.10.12.511898,,,,"SLC2A1 (Hsap), BMPR1B (Hsap), EBF2 (Hsap)",0.7096774193548385
CS202210140_31,PCL:0051031,Fbl_30 fibroblast (Hsap),CHRP,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000057"";""fibroblast"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0002319"";""neural cell"")",,,"A fibroblast of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of SLC5A5 (Hsap), RP11-354K4.2 (Hsap). The soma of these cells can be found in the cerebral cortex, basal forebrain, myelencephalon. The reference data for this cell type is CS202210140_31.",DOI:10.1101/2022.10.12.511898,basal forebrain,HBA:4300,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Basal forebrain: 29.7%.,"SLC5A5 (Hsap), RP11-354K4.2 (Hsap)",0.6222222222222221
CS202210140_32,PCL:0051032,Fbl_31 fibroblast (Hsap),CHRP,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0002319"";""neural cell"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000057"";""fibroblast"")",,,"A fibroblast of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of PTGDR (Hsap), BNC2 (Hsap). The soma of these cells can be found in the basal forebrain, myelencephalon, hypothalamus. The reference data for this cell type is CS202210140_32.",DOI:10.1101/2022.10.12.511898,"hypothalamus, basal forebrain","HBA:4540, HBA:4300",Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hypothalamus: 12.4%. Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Basal forebrain: 47.3%.,"BNC2 (Hsap), PTGDR (Hsap)",0.7681940700808627
CS202210140_33,PCL:0051033,OPC_32 oligodendrocyte precursor cell (Hsap),OPC,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0002453"";""oligodendrocyte precursor cell"")",,,,"A oligodendrocyte precursor cell of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of MROH9 (Hsap), RP1-45C12.1 (Hsap). The soma of these cells can be found in the hypothalamus, thalamus. The reference data for this cell type is CS202210140_33.",DOI:10.1101/2022.10.12.511898,"hypothalamus, thalamus","HBA:4540, HBA:4392",Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hypothalamus: 54.7%. Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Thalamus: 16.6%.,"RP1-45C12.1 (Hsap), MROH9 (Hsap)",0.7894736842105263
CS202210140_34,PCL:0051034,OPC_33 oligodendrocyte precursor cell (Hsap),OPC,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0002453"";""oligodendrocyte precursor cell"")",,,,"A oligodendrocyte precursor cell of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of OLIG1 (Hsap), APOD (Hsap), RP1-45C12.1 (Hsap). The soma of these cells can be found in the pons, mesencephalon, thalamus. The reference data for this cell type is CS202210140_34.",DOI:10.1101/2022.10.12.511898,"thalamus, pons, mesencephalon","HBA:4392, HBA:9131, HBA:9001",Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Thalamus: 19.2%. Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Pons: 23.8%. Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Midbrain: 22.9%.,"RP1-45C12.1 (Hsap), APOD (Hsap), OLIG1 (Hsap)",0.26346604215456676
CS202210140_35,PCL:0051035,OPC_34 oligodendrocyte precursor cell (Hsap),OPC,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0002453"";""oligodendrocyte precursor cell"")",,,,"A oligodendrocyte precursor cell of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of OLIG1 (Hsap), RP4-668E10.4 (Hsap), RP11-197H3.1 (Hsap). The soma of these cells can be found in the hippocampal formation, cerebral cortex, amygdala. The reference data for this cell type is CS202210140_35.",DOI:10.1101/2022.10.12.511898,hippocampal formation,HBA:4249,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hippocampus: 33.6%.,"RP11-197H3.1 (Hsap), OLIG1 (Hsap), RP4-668E10.4 (Hsap)",0.26271753681392235
CS202210140_36,PCL:0051036,OPC_35 oligodendrocyte precursor cell (Hsap),OPC,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0002453"";""oligodendrocyte precursor cell"")",,,,"A oligodendrocyte precursor cell of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of OLIG1 (Hsap), MIR3681HG (Hsap), RP4-668E10.4 (Hsap). The soma of these cells can be found in the cerebral cortex, hippocampal formation. The reference data for this cell type is CS202210140_36.",DOI:10.1101/2022.10.12.511898,hippocampal formation,HBA:4249,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hippocampus: 21.4%.,"OLIG1 (Hsap), MIR3681HG (Hsap), RP4-668E10.4 (Hsap)",0.36042944785276076
CS202210140_37,PCL:0051037,OPC_36 oligodendrocyte precursor cell (Hsap),OPC,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0002453"";""oligodendrocyte precursor cell"")",,,,"A oligodendrocyte precursor cell of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of LINC01608 (Hsap), RP4-668E10.4 (Hsap). The soma of these cells can be found in the cerebral cortex, thalamus, mesencephalon. The reference data for this cell type is CS202210140_37.",DOI:10.1101/2022.10.12.511898,"thalamus, mesencephalon","HBA:4392, HBA:9001",Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Thalamus: 12.5%. Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Midbrain: 11.5%.,"RP4-668E10.4 (Hsap), LINC01608 (Hsap)",0.6752873563218389
CS202210140_38,PCL:0051038,COP_37 differentiation-committed oligodendrocyte precursor (Hsap),OLIGO,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023059"";""differentiation-committed oligodendrocyte precursor"")",,,,"A differentiation-committed oligodendrocyte precursor of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of BCAS1 (Hsap), PRRX1 (Hsap), GPR17 (Hsap). The soma of these cells can be found in the cerebral cortex, hippocampal formation. The reference data for this cell type is CS202210140_38.",DOI:10.1101/2022.10.12.511898,hippocampal formation,HBA:4249,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hippocampus: 19.5%.,"GPR17 (Hsap), PRRX1 (Hsap), BCAS1 (Hsap)",0.6654929577464789
CS202210140_39,PCL:0051039,COP_38 differentiation-committed oligodendrocyte precursor (Hsap),OLIGO,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023059"";""differentiation-committed oligodendrocyte precursor"")",,,,"A differentiation-committed oligodendrocyte precursor of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of BCAS1 (Hsap), RP11-89N17.4 (Hsap). The soma of these cells can be found in the hippocampal formation, cerebral cortex. The reference data for this cell type is CS202210140_39.",DOI:10.1101/2022.10.12.511898,hippocampal formation,HBA:4249,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hippocampus: 29.9%.,"RP11-89N17.4 (Hsap), BCAS1 (Hsap)",0.7195481335952849
CS202210140_40,PCL:0051040,COP_39 differentiation-committed oligodendrocyte precursor (Hsap),OLIGO,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023059"";""differentiation-committed oligodendrocyte precursor"")",,,,"A differentiation-committed oligodendrocyte precursor of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of TF (Hsap), CTD-2545M3.8 (Hsap). The soma of these cells can be found in the cerebral cortex, hippocampal formation, amygdala. The reference data for this cell type is CS202210140_40.",DOI:10.1101/2022.10.12.511898,hippocampal formation,HBA:4249,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hippocampus: 19.7%.,"TF (Hsap), CTD-2545M3.8 (Hsap)",0.4294478527607362
CS202210140_41,PCL:0051041,Oligo_40 oligodendrocyte (Hsap),OLIGO,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000128"";""oligodendrocyte"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_2000005"";""brain macroglial cell"")",,,"A oligodendrocyte of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of PLP1 (Hsap), ERBB4 (Hsap), OPALIN (Hsap). The soma of these cells can be found in the hippocampal formation, cerebral cortex, amygdala. The reference data for this cell type is CS202210140_41.",DOI:10.1101/2022.10.12.511898,hippocampal formation,HBA:4249,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hippocampus: 24.8%.,"PLP1 (Hsap), OPALIN (Hsap), ERBB4 (Hsap)",0.19558214450069028
CS202210140_42,PCL:0051042,COP_41 differentiation-committed oligodendrocyte precursor (Hsap),OLIGO,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023059"";""differentiation-committed oligodendrocyte precursor"")",,,,"A differentiation-committed oligodendrocyte precursor of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of OPALIN (Hsap), AC084149.2 (Hsap). The soma of these cells can be found in the amygdala, hypothalamus, basal forebrain. The reference data for this cell type is CS202210140_42.",DOI:10.1101/2022.10.12.511898,"basal forebrain, hypothalamus","HBA:4300, HBA:4540",Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Basal forebrain: 20.2%. Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hypothalamus: 23.3%.,"OPALIN (Hsap), AC084149.2 (Hsap)",0.08468717594192882
CS202210140_43,PCL:0051043,COP_42 differentiation-committed oligodendrocyte precursor (Hsap),OLIGO,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023059"";""differentiation-committed oligodendrocyte precursor"")",,,,"A differentiation-committed oligodendrocyte precursor of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of CNDP1 (Hsap), NTNG1 (Hsap), LINC01608 (Hsap). The soma of these cells can be found in the thalamus. The reference data for this cell type is CS202210140_43.",DOI:10.1101/2022.10.12.511898,thalamus,HBA:4392,Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Thalamus: 92.7%.,"NTNG1 (Hsap), CNDP1 (Hsap), LINC01608 (Hsap)",0.25704225352112675
CS202210140_44,PCL:0051044,COP_43 differentiation-committed oligodendrocyte precursor (Hsap),OLIGO,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_4023059"";""differentiation-committed oligodendrocyte precursor"")",,,,"A differentiation-committed oligodendrocyte precursor of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of SLC5A11 (Hsap), MOBP (Hsap). The soma of these cells can be found in the thalamus, hypothalamus, amygdala. The reference data for this cell type is CS202210140_44.",DOI:10.1101/2022.10.12.511898,"thalamus, hypothalamus","HBA:4392, HBA:4540",Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Thalamus: 36.2%. Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Hypothalamus: 18.0%.,"MOBP (Hsap), SLC5A11 (Hsap)",0.11043700824722726
CS202210140_45,PCL:0051045,Oligo_44 oligodendrocyte (Hsap),OLIGO,"=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_0000128"";""oligodendrocyte"")","=HYPERLINK(""https://www.ebi.ac.uk/ols4/ontologies/cl/classes/http%253A%252F%252Fpurl.obolibrary.org%252Fobo%252FCL_2000005"";""brain macroglial cell"")",,,"A oligodendrocyte of the Homo sapiens brain. These cells can be distinguished from other cells in the brain by their selective expression of TF (Hsap), SLC5A11 (Hsap), CARNS1 (Hsap), MOBP (Hsap), ANLN (Hsap). The soma of these cells can be found in the thalamus, pons, mesencephalon. The reference data for this cell type is CS202210140_45.",DOI:10.1101/2022.10.12.511898,"pons, thalamus, mesencephalon","HBA:9131, HBA:4392, HBA:9001",Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Pons: 19.2%. Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Thalamus: 20.9%. Location assignment based on origin of cells in brain dissections with a cut-off of 10% to account for dissection errors Midbrain: 19.1%.,"SLC5A11 (Hsap), ANLN (Hsap), CARNS1 (Hsap), MOBP (Hsap), TF (Hsap)",0.22626112759643918
